# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_missense_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
AKG35_RS05295	GENE_AKG35_RS05295	TRANSCRIPT_AKG35_RS05295	protein_coding	0	0	0	2	1	0	0	0	0	0	1
AKG35_RS05300	GENE_AKG35_RS05300	TRANSCRIPT_AKG35_RS05300	protein_coding	0	0	0	2	1	0	0	0	0	0	1
AKG35_RS05305	GENE_AKG35_RS05305	TRANSCRIPT_AKG35_RS05305	protein_coding	0	0	0	2	1	0	0	0	0	0	1
AKG35_RS05310	GENE_AKG35_RS05310	TRANSCRIPT_AKG35_RS05310	protein_coding	0	0	1	1	1	0	1	0	0	0	0
AKG35_RS05315	GENE_AKG35_RS05315	TRANSCRIPT_AKG35_RS05315	protein_coding	0	0	0	2	2	0	0	0	0	0	0
AKG35_RS05320	GENE_AKG35_RS05320	TRANSCRIPT_AKG35_RS05320	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS05325	GENE_AKG35_RS05325	TRANSCRIPT_AKG35_RS05325	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS05330	GENE_AKG35_RS05330	TRANSCRIPT_AKG35_RS05330	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS05580	GENE_AKG35_RS05580	TRANSCRIPT_AKG35_RS05580	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS05585	GENE_AKG35_RS05585	TRANSCRIPT_AKG35_RS05585	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS05590	GENE_AKG35_RS05590	TRANSCRIPT_AKG35_RS05590	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS05595	GENE_AKG35_RS05595	TRANSCRIPT_AKG35_RS05595	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS05605	GENE_AKG35_RS05605	TRANSCRIPT_AKG35_RS05605	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS05610	GENE_AKG35_RS05610	TRANSCRIPT_AKG35_RS05610	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS05625	GENE_AKG35_RS05625	TRANSCRIPT_AKG35_RS05625	protein_coding	0	0	0	2	1	0	0	0	0	0	1
AKG35_RS05630	GENE_AKG35_RS05630	TRANSCRIPT_AKG35_RS05630	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS05640	GENE_AKG35_RS05640	TRANSCRIPT_AKG35_RS05640	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS05645	GENE_AKG35_RS05645	TRANSCRIPT_AKG35_RS05645	protein_coding	1	0	0	0	0	1	0	0	0	0	0
AKG35_RS05650	GENE_AKG35_RS05650	TRANSCRIPT_AKG35_RS05650	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS05655	GENE_AKG35_RS05655	TRANSCRIPT_AKG35_RS05655	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS05660	GENE_AKG35_RS05660	TRANSCRIPT_AKG35_RS05660	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS05725	GENE_AKG35_RS05725	TRANSCRIPT_AKG35_RS05725	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS05730	GENE_AKG35_RS05730	TRANSCRIPT_AKG35_RS05730	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS05735	GENE_AKG35_RS05735	TRANSCRIPT_AKG35_RS05735	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS05740	GENE_AKG35_RS05740	TRANSCRIPT_AKG35_RS05740	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS05745	GENE_AKG35_RS05745	TRANSCRIPT_AKG35_RS05745	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS05750	GENE_AKG35_RS05750	TRANSCRIPT_AKG35_RS05750	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS05755	GENE_AKG35_RS05755	TRANSCRIPT_AKG35_RS05755	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS05760	GENE_AKG35_RS05760	TRANSCRIPT_AKG35_RS05760	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS05765	GENE_AKG35_RS05765	TRANSCRIPT_AKG35_RS05765	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS06145	GENE_AKG35_RS06145	TRANSCRIPT_AKG35_RS06145	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS06150	GENE_AKG35_RS06150	TRANSCRIPT_AKG35_RS06150	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS06155	GENE_AKG35_RS06155	TRANSCRIPT_AKG35_RS06155	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS06160	GENE_AKG35_RS06160	TRANSCRIPT_AKG35_RS06160	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS06165	GENE_AKG35_RS06165	TRANSCRIPT_AKG35_RS06165	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS06170	GENE_AKG35_RS06170	TRANSCRIPT_AKG35_RS06170	protein_coding	0	1	0	0	0	0	0	0	0	1	0
AKG35_RS06175	GENE_AKG35_RS06175	TRANSCRIPT_AKG35_RS06175	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS06180	GENE_AKG35_RS06180	TRANSCRIPT_AKG35_RS06180	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS06185	GENE_AKG35_RS06185	TRANSCRIPT_AKG35_RS06185	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS06190	GENE_AKG35_RS06190	TRANSCRIPT_AKG35_RS06190	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS06195	GENE_AKG35_RS06195	TRANSCRIPT_AKG35_RS06195	protein_coding	0	0	0	2	1	0	0	0	0	0	1
AKG35_RS06200	GENE_AKG35_RS06200	TRANSCRIPT_AKG35_RS06200	protein_coding	0	0	0	2	1	0	0	0	0	0	1
AKG35_RS06205	GENE_AKG35_RS06205	TRANSCRIPT_AKG35_RS06205	protein_coding	0	0	1	0	0	0	1	0	0	0	0
AKG35_RS06210	GENE_AKG35_RS06210	TRANSCRIPT_AKG35_RS06210	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS06215	GENE_AKG35_RS06215	TRANSCRIPT_AKG35_RS06215	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS06220	GENE_AKG35_RS06220	TRANSCRIPT_AKG35_RS06220	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS06225	GENE_AKG35_RS06225	TRANSCRIPT_AKG35_RS06225	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS06230	GENE_AKG35_RS06230	TRANSCRIPT_AKG35_RS06230	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS06295	GENE_AKG35_RS06295	TRANSCRIPT_AKG35_RS06295	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS06300	GENE_AKG35_RS06300	TRANSCRIPT_AKG35_RS06300	protein_coding	0	0	0	2	2	0	0	0	0	0	0
AKG35_RS06305	GENE_AKG35_RS06305	TRANSCRIPT_AKG35_RS06305	protein_coding	0	0	0	2	2	0	0	0	0	0	0
AKG35_RS06310	GENE_AKG35_RS06310	TRANSCRIPT_AKG35_RS06310	protein_coding	0	0	0	2	0	0	0	0	0	0	2
AKG35_RS06315	GENE_AKG35_RS06315	TRANSCRIPT_AKG35_RS06315	protein_coding	0	0	0	2	0	0	0	0	0	0	2
AKG35_RS06320	GENE_AKG35_RS06320	TRANSCRIPT_AKG35_RS06320	protein_coding	0	0	0	2	2	0	0	0	0	0	0
AKG35_RS06325	GENE_AKG35_RS06325	TRANSCRIPT_AKG35_RS06325	protein_coding	0	0	2	0	0	0	2	0	0	0	0
AKG35_RS06330	GENE_AKG35_RS06330	TRANSCRIPT_AKG35_RS06330	protein_coding	0	0	0	2	2	0	0	0	0	0	0
AKG35_RS06335	GENE_AKG35_RS06335	TRANSCRIPT_AKG35_RS06335	protein_coding	0	0	0	2	0	0	0	0	0	0	2
AKG35_RS06340	GENE_AKG35_RS06340	TRANSCRIPT_AKG35_RS06340	protein_coding	0	0	0	2	0	0	0	0	0	0	2
AKG35_RS06345	GENE_AKG35_RS06345	TRANSCRIPT_AKG35_RS06345	protein_coding	0	0	0	2	0	0	0	0	0	0	2
AKG35_RS06350	GENE_AKG35_RS06350	TRANSCRIPT_AKG35_RS06350	protein_coding	0	0	0	2	0	0	0	0	0	0	2
AKG35_RS06355	GENE_AKG35_RS06355	TRANSCRIPT_AKG35_RS06355	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS06495	GENE_AKG35_RS06495	TRANSCRIPT_AKG35_RS06495	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS06500	GENE_AKG35_RS06500	TRANSCRIPT_AKG35_RS06500	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS06505	GENE_AKG35_RS06505	TRANSCRIPT_AKG35_RS06505	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS06510	GENE_AKG35_RS06510	TRANSCRIPT_AKG35_RS06510	protein_coding	0	1	0	0	0	0	0	0	0	1	0
AKG35_RS06515	GENE_AKG35_RS06515	TRANSCRIPT_AKG35_RS06515	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS06520	GENE_AKG35_RS06520	TRANSCRIPT_AKG35_RS06520	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS06525	GENE_AKG35_RS06525	TRANSCRIPT_AKG35_RS06525	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS06535	GENE_AKG35_RS06535	TRANSCRIPT_AKG35_RS06535	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS06540	GENE_AKG35_RS06540	TRANSCRIPT_AKG35_RS06540	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS07305	GENE_AKG35_RS07305	TRANSCRIPT_AKG35_RS07305	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS07310	GENE_AKG35_RS07310	TRANSCRIPT_AKG35_RS07310	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS07315	GENE_AKG35_RS07315	TRANSCRIPT_AKG35_RS07315	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS07320	GENE_AKG35_RS07320	TRANSCRIPT_AKG35_RS07320	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS07325	GENE_AKG35_RS07325	TRANSCRIPT_AKG35_RS07325	protein_coding	0	0	1	0	0	0	1	0	0	0	0
AKG35_RS07330	GENE_AKG35_RS07330	TRANSCRIPT_AKG35_RS07330	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS07335	GENE_AKG35_RS07335	TRANSCRIPT_AKG35_RS07335	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS07340	GENE_AKG35_RS07340	TRANSCRIPT_AKG35_RS07340	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS07345	GENE_AKG35_RS07345	TRANSCRIPT_AKG35_RS07345	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS07355	GENE_AKG35_RS07355	TRANSCRIPT_AKG35_RS07355	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS07470	GENE_AKG35_RS07470	TRANSCRIPT_AKG35_RS07470	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS07475	GENE_AKG35_RS07475	TRANSCRIPT_AKG35_RS07475	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS07480	GENE_AKG35_RS07480	TRANSCRIPT_AKG35_RS07480	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS07485	GENE_AKG35_RS07485	TRANSCRIPT_AKG35_RS07485	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS07490	GENE_AKG35_RS07490	TRANSCRIPT_AKG35_RS07490	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS07495	GENE_AKG35_RS07495	TRANSCRIPT_AKG35_RS07495	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS07500	GENE_AKG35_RS07500	TRANSCRIPT_AKG35_RS07500	protein_coding	0	0	1	0	0	0	1	0	0	0	0
AKG35_RS07510	GENE_AKG35_RS07510	TRANSCRIPT_AKG35_RS07510	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS07515	GENE_AKG35_RS07515	TRANSCRIPT_AKG35_RS07515	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS07520	GENE_AKG35_RS07520	TRANSCRIPT_AKG35_RS07520	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS07525	GENE_AKG35_RS07525	TRANSCRIPT_AKG35_RS07525	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS07530	GENE_AKG35_RS07530	TRANSCRIPT_AKG35_RS07530	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS07535	GENE_AKG35_RS07535	TRANSCRIPT_AKG35_RS07535	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS07775	GENE_AKG35_RS07775	TRANSCRIPT_AKG35_RS07775	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS07780	GENE_AKG35_RS07780	TRANSCRIPT_AKG35_RS07780	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS07785	GENE_AKG35_RS07785	TRANSCRIPT_AKG35_RS07785	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS07790	GENE_AKG35_RS07790	TRANSCRIPT_AKG35_RS07790	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS07795	GENE_AKG35_RS07795	TRANSCRIPT_AKG35_RS07795	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS07800	GENE_AKG35_RS07800	TRANSCRIPT_AKG35_RS07800	protein_coding	0	0	1	0	0	0	1	0	0	0	0
AKG35_RS07805	GENE_AKG35_RS07805	TRANSCRIPT_AKG35_RS07805	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS07810	GENE_AKG35_RS07810	TRANSCRIPT_AKG35_RS07810	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS07815	GENE_AKG35_RS07815	TRANSCRIPT_AKG35_RS07815	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS07820	GENE_AKG35_RS07820	TRANSCRIPT_AKG35_RS07820	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS07860	GENE_AKG35_RS07860	TRANSCRIPT_AKG35_RS07860	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS07865	GENE_AKG35_RS07865	TRANSCRIPT_AKG35_RS07865	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS07870	GENE_AKG35_RS07870	TRANSCRIPT_AKG35_RS07870	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS07875	GENE_AKG35_RS07875	TRANSCRIPT_AKG35_RS07875	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS07880	GENE_AKG35_RS07880	TRANSCRIPT_AKG35_RS07880	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS07890	GENE_AKG35_RS07890	TRANSCRIPT_AKG35_RS07890	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS07895	GENE_AKG35_RS07895	TRANSCRIPT_AKG35_RS07895	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS07900	GENE_AKG35_RS07900	TRANSCRIPT_AKG35_RS07900	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS07905	GENE_AKG35_RS07905	TRANSCRIPT_AKG35_RS07905	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS07910	GENE_AKG35_RS07910	TRANSCRIPT_AKG35_RS07910	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS07915	GENE_AKG35_RS07915	TRANSCRIPT_AKG35_RS07915	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS08020	GENE_AKG35_RS08020	TRANSCRIPT_AKG35_RS08020	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS08025	GENE_AKG35_RS08025	TRANSCRIPT_AKG35_RS08025	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS08030	GENE_AKG35_RS08030	TRANSCRIPT_AKG35_RS08030	protein_coding	0	0	1	0	0	0	1	0	0	0	0
AKG35_RS08035	GENE_AKG35_RS08035	TRANSCRIPT_AKG35_RS08035	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS08040	GENE_AKG35_RS08040	TRANSCRIPT_AKG35_RS08040	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS08045	GENE_AKG35_RS08045	TRANSCRIPT_AKG35_RS08045	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS08050	GENE_AKG35_RS08050	TRANSCRIPT_AKG35_RS08050	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS08055	GENE_AKG35_RS08055	TRANSCRIPT_AKG35_RS08055	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS08180	GENE_AKG35_RS08180	TRANSCRIPT_AKG35_RS08180	protein_coding	0	0	0	2	0	0	0	0	0	0	2
AKG35_RS08185	GENE_AKG35_RS08185	TRANSCRIPT_AKG35_RS08185	protein_coding	0	0	0	2	2	0	0	0	0	0	0
AKG35_RS08190	GENE_AKG35_RS08190	TRANSCRIPT_AKG35_RS08190	protein_coding	0	0	0	2	2	0	0	0	0	0	0
AKG35_RS08195	GENE_AKG35_RS08195	TRANSCRIPT_AKG35_RS08195	protein_coding	0	0	0	2	2	0	0	0	0	0	0
AKG35_RS08200	GENE_AKG35_RS08200	TRANSCRIPT_AKG35_RS08200	protein_coding	1	0	0	1	1	0	0	1	0	0	0
AKG35_RS08205	GENE_AKG35_RS08205	TRANSCRIPT_AKG35_RS08205	protein_coding	0	0	1	1	0	0	1	0	0	0	1
AKG35_RS08210	GENE_AKG35_RS08210	TRANSCRIPT_AKG35_RS08210	protein_coding	0	0	0	2	2	0	0	0	0	0	0
AKG35_RS08215	GENE_AKG35_RS08215	TRANSCRIPT_AKG35_RS08215	protein_coding	0	0	0	2	2	0	0	0	0	0	0
AKG35_RS08220	GENE_AKG35_RS08220	TRANSCRIPT_AKG35_RS08220	protein_coding	0	0	0	3	1	0	0	0	0	0	2
AKG35_RS08225	GENE_AKG35_RS08225	TRANSCRIPT_AKG35_RS08225	protein_coding	0	0	0	3	2	0	0	0	0	0	1
AKG35_RS08230	GENE_AKG35_RS08230	TRANSCRIPT_AKG35_RS08230	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS08235	GENE_AKG35_RS08235	TRANSCRIPT_AKG35_RS08235	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS08240	GENE_AKG35_RS08240	TRANSCRIPT_AKG35_RS08240	protein_coding	0	1	0	0	0	0	0	0	0	1	0
AKG35_RS08245	GENE_AKG35_RS08245	TRANSCRIPT_AKG35_RS08245	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS08250	GENE_AKG35_RS08250	TRANSCRIPT_AKG35_RS08250	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS08255	GENE_AKG35_RS08255	TRANSCRIPT_AKG35_RS08255	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS08260	GENE_AKG35_RS08260	TRANSCRIPT_AKG35_RS08260	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS08370	GENE_AKG35_RS08370	TRANSCRIPT_AKG35_RS08370	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS08375	GENE_AKG35_RS08375	TRANSCRIPT_AKG35_RS08375	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS08385	GENE_AKG35_RS08385	TRANSCRIPT_AKG35_RS08385	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS08390	GENE_AKG35_RS08390	TRANSCRIPT_AKG35_RS08390	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS08395	GENE_AKG35_RS08395	TRANSCRIPT_AKG35_RS08395	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS08400	GENE_AKG35_RS08400	TRANSCRIPT_AKG35_RS08400	protein_coding	0	0	1	0	0	0	1	0	0	0	0
AKG35_RS08405	GENE_AKG35_RS08405	TRANSCRIPT_AKG35_RS08405	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS08410	GENE_AKG35_RS08410	TRANSCRIPT_AKG35_RS08410	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS08415	GENE_AKG35_RS08415	TRANSCRIPT_AKG35_RS08415	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS08615	GENE_AKG35_RS08615	TRANSCRIPT_AKG35_RS08615	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS08620	GENE_AKG35_RS08620	TRANSCRIPT_AKG35_RS08620	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS08625	GENE_AKG35_RS08625	TRANSCRIPT_AKG35_RS08625	protein_coding	0	0	0	2	2	0	0	0	0	0	0
AKG35_RS08630	GENE_AKG35_RS08630	TRANSCRIPT_AKG35_RS08630	protein_coding	0	1	0	1	0	0	0	0	0	1	1
AKG35_RS08635	GENE_AKG35_RS08635	TRANSCRIPT_AKG35_RS08635	protein_coding	0	0	0	2	1	0	0	0	0	0	1
AKG35_RS08640	GENE_AKG35_RS08640	TRANSCRIPT_AKG35_RS08640	protein_coding	0	0	0	2	1	0	0	0	0	0	1
AKG35_RS08645	GENE_AKG35_RS08645	TRANSCRIPT_AKG35_RS08645	protein_coding	0	0	0	2	1	0	0	0	0	0	1
AKG35_RS08650	GENE_AKG35_RS08650	TRANSCRIPT_AKG35_RS08650	protein_coding	0	0	1	1	1	0	1	0	0	0	0
AKG35_RS08655	GENE_AKG35_RS08655	TRANSCRIPT_AKG35_RS08655	protein_coding	0	0	1	1	1	0	1	0	0	0	0
AKG35_RS08660	GENE_AKG35_RS08660	TRANSCRIPT_AKG35_RS08660	protein_coding	0	0	0	2	0	0	0	0	0	0	2
AKG35_RS08665	GENE_AKG35_RS08665	TRANSCRIPT_AKG35_RS08665	protein_coding	0	0	0	2	0	0	0	0	0	0	2
AKG35_RS08670	GENE_AKG35_RS08670	TRANSCRIPT_AKG35_RS08670	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS09470	GENE_AKG35_RS09470	TRANSCRIPT_AKG35_RS09470	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS09475	GENE_AKG35_RS09475	TRANSCRIPT_AKG35_RS09475	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS09480	GENE_AKG35_RS09480	TRANSCRIPT_AKG35_RS09480	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS09485	GENE_AKG35_RS09485	TRANSCRIPT_AKG35_RS09485	protein_coding	0	0	0	2	1	0	0	0	0	0	1
AKG35_RS09490	GENE_AKG35_RS09490	TRANSCRIPT_AKG35_RS09490	protein_coding	0	0	0	2	1	0	0	0	0	0	1
AKG35_RS09495	GENE_AKG35_RS09495	TRANSCRIPT_AKG35_RS09495	protein_coding	0	0	0	2	1	0	0	0	0	0	1
AKG35_RS09505	GENE_AKG35_RS09505	TRANSCRIPT_AKG35_RS09505	protein_coding	0	0	0	2	1	0	0	0	0	0	1
AKG35_RS09510	GENE_AKG35_RS09510	TRANSCRIPT_AKG35_RS09510	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS09515	GENE_AKG35_RS09515	TRANSCRIPT_AKG35_RS09515	protein_coding	0	0	1	0	0	0	1	0	0	0	0
AKG35_RS09520	GENE_AKG35_RS09520	TRANSCRIPT_AKG35_RS09520	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS09765	GENE_AKG35_RS09765	TRANSCRIPT_AKG35_RS09765	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS09770	GENE_AKG35_RS09770	TRANSCRIPT_AKG35_RS09770	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS09775	GENE_AKG35_RS09775	TRANSCRIPT_AKG35_RS09775	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS09780	GENE_AKG35_RS09780	TRANSCRIPT_AKG35_RS09780	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS09785	GENE_AKG35_RS09785	TRANSCRIPT_AKG35_RS09785	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS09790	GENE_AKG35_RS09790	TRANSCRIPT_AKG35_RS09790	protein_coding	0	1	0	0	0	0	0	0	0	1	0
AKG35_RS09795	GENE_AKG35_RS09795	TRANSCRIPT_AKG35_RS09795	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS09800	GENE_AKG35_RS09800	TRANSCRIPT_AKG35_RS09800	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS09805	GENE_AKG35_RS09805	TRANSCRIPT_AKG35_RS09805	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS09810	GENE_AKG35_RS09810	TRANSCRIPT_AKG35_RS09810	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS09815	GENE_AKG35_RS09815	TRANSCRIPT_AKG35_RS09815	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS09820	GENE_AKG35_RS09820	TRANSCRIPT_AKG35_RS09820	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS09950	GENE_AKG35_RS09950	TRANSCRIPT_AKG35_RS09950	protein_coding	0	0	0	2	0	0	0	0	0	0	2
AKG35_RS09960	GENE_AKG35_RS09960	TRANSCRIPT_AKG35_RS09960	protein_coding	0	0	0	2	2	0	0	0	0	0	0
AKG35_RS09965	GENE_AKG35_RS09965	TRANSCRIPT_AKG35_RS09965	protein_coding	0	0	0	2	0	0	0	0	0	0	2
AKG35_RS09970	GENE_AKG35_RS09970	TRANSCRIPT_AKG35_RS09970	protein_coding	0	0	0	2	2	0	0	0	0	0	0
AKG35_RS09975	GENE_AKG35_RS09975	TRANSCRIPT_AKG35_RS09975	protein_coding	0	0	0	2	2	0	0	0	0	0	0
AKG35_RS09980	GENE_AKG35_RS09980	TRANSCRIPT_AKG35_RS09980	protein_coding	0	0	0	2	0	0	0	0	0	0	2
AKG35_RS09985	GENE_AKG35_RS09985	TRANSCRIPT_AKG35_RS09985	protein_coding	0	0	2	0	0	0	2	0	0	0	0
AKG35_RS09990	GENE_AKG35_RS09990	TRANSCRIPT_AKG35_RS09990	protein_coding	0	0	0	2	2	0	0	0	0	0	0
AKG35_RS09995	GENE_AKG35_RS09995	TRANSCRIPT_AKG35_RS09995	protein_coding	0	0	0	2	2	0	0	0	0	0	0
